Model,seed,rho,mixing_distribution,SINR,SNRinp_target,SNRinp_measured,execution_time,n_sources,n_mixtures,n_samples,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5
PredictiveDecorrBSS,2400,0.0,uniform,25.681409362879872,30.0,30.001192482882747,16.206816062000144,5,10,100000,25.613067708958734,24.937809091698835,28.03044161362271,24.432695244084236,26.229725931014237
PredictiveDecorrBSS,2500,0.0,uniform,26.91368046128625,30.0,30.0064155114916,16.046533152999473,5,10,100000,26.521718723796774,27.483655234634327,29.369061915172164,25.322685445432732,26.841752404556377
PredictiveDecorrBSS,2600,0.0,uniform,25.39714185488236,30.0,30.005748488801153,16.147523174997332,5,10,100000,25.502935861693935,24.980556830541033,24.818021632649014,27.161926187078404,24.92613633094356
PredictiveDecorrBSS,2700,0.0,uniform,25.502074339564228,30.0,29.989766383922625,15.667937460002577,5,10,100000,25.69770406825613,25.317002531139032,26.893498495241452,25.414636824063205,24.517275213529693
PredictiveDecorrBSS,2800,0.0,uniform,25.94013495605061,30.0,29.99399288927787,15.406366205999802,5,10,100000,25.306506145487333,26.25823983761281,24.06812824371951,29.49568862737033,26.242101842669193
PredictiveDecorrBSS,2900,0.0,uniform,24.670601410767237,30.0,30.00084714977052,16.127563319998444,5,10,100000,26.71191577287335,23.844593934590982,23.02733662633008,25.605033266053052,25.134679101844274
PredictiveDecorrBSS,0,0.0,laplace,25.972139463996772,30.0,30.001293744635117,15.519041769002797,5,10,100000,25.351941301163272,27.221198724359006,24.769719491742848,30.54779185702361,24.42570377164227
PredictiveDecorrBSS,100,0.0,laplace,26.84844554622643,30.0,30.01977638027549,15.490190217999043,5,10,100000,27.39283468893642,28.60714101343326,27.75014474835615,32.08003410915948,23.16115764947066
PredictiveDecorrBSS,200,0.0,laplace,26.326761599717088,30.0,30.002691636842332,15.658730045000993,5,10,100000,26.463149949044322,27.62415416186314,25.451505614785788,27.02509289070494,25.48640861711002
PredictiveDecorrBSS,300,0.0,laplace,25.72073118580046,30.0,29.992433577886935,15.718734766996931,5,10,100000,30.644357906873765,25.83085834792049,23.772482801486206,26.7691951038127,24.406107600734753
PredictiveDecorrBSS,400,0.0,laplace,24.724912178685145,30.0,30.0154180207881,15.544492881999759,5,10,100000,25.515296878536738,26.24960690052636,28.304755740889487,24.843651274968202,21.606893559145487
PredictiveDecorrBSS,500,0.0,laplace,24.091901330563857,30.0,30.0252371235672,15.492112171999906,5,10,100000,24.747765690048844,29.09652900901353,23.668721944255054,26.07081333278159,20.886702439472877
PredictiveDecorrBSS,600,0.0,laplace,26.97963679611551,30.0,30.003023922297487,15.574497039997368,5,10,100000,27.440185760460174,27.1505258479946,25.283870336563048,27.12035509741847,28.57508525285313
PredictiveDecorrBSS,700,0.0,laplace,25.844677022753068,30.0,29.99850418466979,15.497179366000637,5,10,100000,26.91268396420421,24.43705039974232,26.68467344351345,27.085357553713933,24.84281450494079
